Image C=1,I=483
The max ELI is 770458.000000
      1  0.964  86.089  0.1641  0.068
      3  1.950 346.173  0.1218  1.000
      4  0.717  19.080  0.2088  0.007
      5  2.208 284.728  0.2414  0.237
      6  0.996  72.047  0.2753  0.021
      7  1.825   8.944  0.2543  0.006
      8  0.593 114.875  0.1059  0.134
      9  0.352   6.969  0.0782  0.009
     10  0.575  24.456  0.1503  0.014
     11  1.226   2.693  0.0000  0.012
     12  0.755   0.000  0.0000  0.000
     13  1.610  12.413  0.6421  0.001
     14  0.841   3.000  0.0000  0.009
     15  0.944  22.763  0.2002  0.012
     16  2.306 161.751  0.1194  0.575
     17  2.268   8.500  0.0000  0.000
     18  1.211  39.309  0.1836  0.031
     19  1.772  11.715  0.5118  0.002
     20  1.618  94.767  0.1670  0.121
     21  1.717 136.199  0.1425  0.253
     23  1.014   6.761  0.1097  0.013
     24  1.253  43.696  0.4006  0.007
     26  0.753   5.140  0.1326  0.005
     27  0.714   0.000  0.0000  0.000
     28  1.000  16.198  0.1893  0.010
     30  0.856  19.317  0.1307  0.021
     31  1.642  28.341  0.4858  0.004
     33  1.025  12.942  0.3102  0.003
     34  0.507   0.000  0.0000  0.000
     36  1.032   6.000  0.0000  0.000
     38  0.859  15.495  0.3180  0.003
     39  0.840   0.000  0.0000  0.000
     40  0.636  19.561  0.1212  0.019
     41  1.300  11.456  0.3749  0.002
     42  0.989   9.596  0.2149  0.005
     43  0.888   8.286  0.1475  0.007
Image C=75,I=49
The max ELI is 1249600.375000
   Line   grad    leng    kurv    eli
      1  1.648 329.699  0.2553  0.247
      2  1.807 206.263  0.2331  0.204
      3  0.704  26.663  0.4238  0.003
      4  1.187  89.063  0.2016  0.077
      5  1.827  70.520  0.3014  0.042
      6  2.193 399.217  0.2102  0.588
      7  1.000  32.824  0.1830  0.029
      8  0.733   5.774  0.0584  0.037
      9  1.078  40.534  0.1319  0.074
     10  0.918  12.246  0.2404  0.006
     11  1.511  32.047  0.1924  0.039
     12  1.026  40.445  0.1999  0.031
     14  1.978  17.639  0.1551  0.043
     16  0.558   8.618  0.1058  0.013
     17  0.608  30.800  0.1816  0.017
     19  0.663   0.000  0.0000  0.000
     20  0.378  80.789  0.2871  0.011
     21  2.406  82.482  0.3790  0.041
     22  0.659   9.983  0.3455  0.002
     23  0.454   0.000  0.0000  0.000
     24  0.366  11.659  0.1738  0.004
     25  0.765   7.659  0.0555  0.056
     26  0.475   3.167  0.0000  0.087
     27  2.000  52.710  0.3363  0.028
     28  0.973   6.673  0.1540  0.008
     29  0.556  11.338  0.2940  0.002
     30  1.998  34.821  0.1767  0.066
     31  1.126   4.754  0.2117  0.004
     32  0.514   8.333  0.1270  0.000
     34  0.746  36.340  0.3508  0.007
     35  0.409   7.541  0.0661  0.021
     36  1.631 118.477  0.1448  0.273
     37  2.777  16.195  0.1361  0.072
     38  0.431   7.578  0.1997  0.002
     39  0.913   0.000  0.0000  0.000
     40  1.788 275.015  0.1938  0.388
     41  0.948  16.216  0.3150  0.005
     42  0.578   3.682  0.0000  0.124
     43  1.382  36.698  0.2310  0.028
     44  0.464   0.000  0.0000  0.000
     45  1.118  29.374  0.1224  0.065
     46  1.425  54.579  0.2149  0.050
     47  2.071  32.076  0.1569  0.080
     48  1.194   2.500  0.0000  0.173
     49  1.404   5.662  0.0000  0.461
     50  1.709   7.526  0.3603  0.003
     51  2.013  14.594  0.3391  0.008
     52  0.941  40.334  0.2270  0.022
     53  0.960  10.692  0.5180  0.001
     55  1.647  44.365  0.2917  0.025
     56  0.460   6.585  0.1772  0.003
     57  1.639  10.866  0.0714  0.104
     58  1.001  13.816  0.2964  0.005
     59  1.499  11.495  0.0190  1.000
     60  0.947  20.609  0.3206  0.006
     61  0.889   4.472  0.0000  0.231
     62  1.476  35.159  0.1352  0.084
     63  0.336  17.964  0.3247  0.002
     65  2.265  22.166  0.5937  0.004
     66  1.197   5.198  0.0875  0.024
     67  0.530   6.075  0.0557  0.031
     68  0.000   0.000  0.0000  0.000
     69  1.216   4.000  0.0000  0.282
     70  0.939   5.306  0.1711  0.005
     71  1.321   0.000  0.0000  0.000
     72  1.622  50.028  0.2784  0.031
     73  0.228   2.835  0.0000  0.037
     74  0.887  14.196  0.1714  0.013
     75  0.667  23.608  0.1786  0.015
     76  1.485  12.798  0.1075  0.049
     78  0.636  20.065  0.1127  0.030
     80  2.865  30.704  0.1386  0.136
     81  0.610   3.606  0.0000  0.128
     82  0.572   8.243  0.2660  0.002
     83  1.136  11.140  0.0752  0.066
     84  0.321   6.418  0.0642  0.015
     85  0.488  13.499  0.1594  0.008
     86  1.082   6.779  0.0226  0.426
Image C=82,I=52
The max ELI is 544814.562500
   Line   grad    leng    kurv    eli
      1  2.079 525.429  0.2877  1.000
      2  0.995   0.000  0.0000  0.000
      3  0.836  41.289  0.3316  0.024
      4  1.122  23.563  0.3157  0.020
      5  1.224  24.004  0.4177  0.013
      6  1.915  36.610  0.4540  0.026
      7  1.517  36.265  0.4535  0.020
      8  0.865  19.282  0.2216  0.026
     11  0.784  14.527  0.4017  0.005
     13  0.978  51.350  0.3124  0.039
     14  0.652  33.426  0.2627  0.024
     15  1.422   0.000  0.0000  0.000
     16  0.855   3.073  0.0000  0.070
     17  0.810   4.070  0.0000  0.088
     18  0.477   2.236  0.0000  0.028
     19  0.824  11.843  0.2180  0.016
     20  1.064   6.579  0.2617  0.008
     21  1.033   7.367  0.2615  0.008
     22  1.089  14.933  0.5163  0.005
     23  0.775  15.287  0.3645  0.007
     24  0.941   8.057  0.1902  0.016
     25  0.890   4.611  0.2117  0.007
     26  1.216  76.329  0.3082  0.074
     27  0.695  11.367  0.1231  0.040
     30  0.793   7.816  0.0716  0.092
     31  1.035  14.140  0.1466  0.052
     32  1.396  37.992  0.1439  0.194
     33  0.934   4.740  0.4079  0.002
     34  0.712   9.435  0.2870  0.006
     35  1.076   3.000  0.0000  0.086
     37  1.259  15.888  0.3523  0.012
     38  1.273  91.557  0.3887  0.058
     39  1.660  11.398  0.3391  0.012
     40  1.354   6.870  0.3096  0.007
     41  1.420   3.021  0.0000  0.115
     43  1.000  18.807  0.6067  0.004
     44  1.059  13.990  0.1734  0.037
     46  0.559   0.000  0.0000  0.000
     48  1.073  15.289  0.5280  0.004
     49  1.047   0.000  0.0000  0.000
     50  0.528   0.000  0.0000  0.000
     51  1.027   6.521  0.0533  0.179
     52  1.056  11.229  0.2061  0.021
     56  0.736  21.755  0.5158  0.005
     57  0.955  12.045  0.1838  0.026
     59  0.748   0.000  0.0000  0.000
     60  1.082   4.346  0.0000  0.126
     61  1.515  39.087  0.3524  0.036
     62  0.826   0.000  0.0000  0.000
     63  0.983   6.328  0.0569  0.146
     64  1.364   8.042  0.1268  0.052
     65  0.562   2.000  0.0000  0.030
     66  1.238   3.905  0.0000  0.129
     67  0.818   0.000  0.0000  0.000
     68  0.904   0.000  0.0000  0.000
     69  0.905   3.905  0.0000  0.094
Image C=1,I=115
The max ELI is 3794890.500000
   Line   grad    leng    kurv    eli
      1  1.886 432.704  0.1213  1.000
      2  1.728  70.896  0.2645  0.032
      3  0.799   6.375  0.2376  0.002
      4  1.535  22.454  0.4253  0.003
      5  1.351   7.687  0.3592  0.001
      6  1.614   2.894  0.0000  0.056
      7  1.534  45.272  0.2308  0.023
      8  1.629  56.382  0.2249  0.033
      9  1.169 194.866  0.1680  0.146
     10  0.763  78.192  0.2645  0.015
     12  1.004  37.658  0.4363  0.004
     13  1.439  34.739  0.2226  0.018
     14  1.428   5.161  0.2035  0.003
     15  0.779  75.778  0.3849  0.007
     17  0.788  25.613  0.4829  0.002
     18  1.009  14.730  0.2344  0.005
     20  0.362   0.000  0.0000  0.000
     21  1.833  75.067  0.1523  0.107
     22  0.666  15.016  0.1422  0.009
     23  1.000  95.509  0.3763  0.012
     24  0.760  10.578  0.2146  0.003
     25  0.589   9.798  0.1527  0.004
     26  0.603  31.752  0.2338  0.006
     27  1.122  42.154  0.2017  0.021
     28  0.778   6.633  0.0996  0.009
     31  1.035  66.880  0.2053  0.030
     32  0.733  49.062  0.4444  0.003
     36  1.021  27.486  0.3158  0.005
     37  1.249 134.138  0.3803  0.021
     38  0.995  15.954  0.1548  0.012
     39  0.508  41.229  0.3931  0.002
     40  0.540   7.196  0.2088  0.002
     42  0.896  17.483  0.1722  0.010
     43  1.188   6.727  0.1054  0.013
     44  0.347   9.505  0.1247  0.004
     45  0.657   8.558  0.2697  0.001
     48  2.154  56.592  0.3542  0.018
     49  0.561   9.557  0.0388  0.064
     50  0.425   3.622  0.0000  0.018
     52  1.886  58.757  0.2050  0.048
     53  2.199  57.293  0.2439  0.038
     54  1.989  48.952  0.3090  0.018
     55  0.433  23.609  0.1132  0.014
     56  0.632   5.012  0.0991  0.006
     57  0.783   0.000  0.0000  0.000
     58  0.555  10.956  0.2158  0.002
     59  0.672   3.804  0.0000  0.031
     60  0.643   0.000  0.0000  0.000
     61  2.057  34.633  0.3652  0.010
     62  0.521   0.000  0.0000  0.000
     63  1.240  23.119  0.5147  0.002
     64  1.328 115.454  0.3531  0.022
     65  0.414   0.000  0.0000  0.000
     67  1.198  27.285  0.2065  0.014
     68  0.763   4.000  0.0000  0.037
     69  1.023   4.750  0.0000  0.058
     70  1.404   3.500  0.0000  0.000
     71  0.824   4.164  0.2856  0.001
     72  1.429  13.035  0.1758  0.011
     73  1.164   0.000  0.0000  0.000
     74  0.542   2.693  0.0000  0.018
     75  0.450   6.328  0.0000  0.034
     76  0.528   3.590  0.0000  0.023
     77  0.566   3.543  0.0000  0.024
     78  1.614   4.039  0.0000  0.078
     79  1.270  10.500  0.0000  0.000
     81  1.432   2.236  0.0000  0.038
Image C=49,I=15
The max ELI is 279588.656250
   Line   grad    leng    kurv    eli
      1  2.726  41.437  0.1334  0.987
      2  1.076  72.809  0.3007  0.135
      3  1.407 140.078  0.3120  0.315
      4  0.830  28.584  0.1239  0.240
      5  0.817  30.146  0.3001  0.042
      6  0.756  27.121  0.2499  0.051
      7  1.044  13.300  0.4663  0.010
      8  1.729   0.000  0.0000  0.000
      9  0.688  24.415  0.4351  0.014
     10  1.418 219.671  0.2276  0.934
     12  0.884  27.378  0.2974  0.043
     13  1.543 147.191  0.2859  0.432
     14  1.061   0.000  0.0000  0.000
     16  1.724   7.095  0.1547  0.079
     17  0.829  54.777  0.3107  0.073
     19  0.509   2.838  0.0000  0.108
     21  0.554   3.300  0.0000  0.137
     22  1.321  53.069  0.3241  0.104
     23  1.767   6.179  0.2126  0.038
     24  0.295   5.074  0.2651  0.003
     25  1.509  11.451  0.1146  0.204
     26  0.650  10.298  0.1605  0.040
     27  0.579  37.509  0.3687  0.025
     28  1.523  12.420  0.1258  0.186
     29  0.992   2.587  0.0000  0.192
     30  1.450  20.091  0.3940  0.029
     31  0.658   3.691  0.0000  0.182
     32  1.082  13.354  0.1503  0.099
     33  0.742  11.217  0.3741  0.009
     34  1.941  18.286  0.0743  1.000
     35  1.000   6.347  0.1683  0.035
     36  0.532   0.000  0.0000  0.000
     39  1.503  11.615  0.2828  0.034
     40  1.880  45.751  0.2554  0.205
     41  1.328   8.693  0.2601  0.027
     43  1.805   4.579  0.2182  0.027
     44  1.150   5.000  0.0000  0.000
     45  0.538  10.295  0.2452  0.014
     46  1.661   2.911  0.0000  0.362
     47  0.813   3.162  0.0000  0.192
     48  0.906   1.250  0.0000  0.085
     49  0.705   6.659  0.1112  0.059
     50  1.067   0.000  0.0000  0.000
     52  1.462  72.317  0.2517  0.259
     53  0.696  14.969  0.3143  0.016
     54  1.572  25.885  0.4736  0.028
     55  0.680  18.797  0.2845  0.025
     57  1.383   5.983  0.1377  0.068
     58  0.780   5.840  0.1060  0.063
     59  0.792  25.366  0.1789  0.098
     60  1.163  14.078  0.2810  0.032
     61  0.579   2.693  0.0000  0.117
     62  0.928  10.063  0.4143  0.008
     63  1.148  13.331  0.1806  0.073
     65  1.227   4.930  0.0000  0.453
     66  1.422  42.327  0.2167  0.199
     67  1.604   6.037  0.2837  0.019
     68  1.225   7.338  0.0456  0.673
     69  0.703  14.306  0.1350  0.086
     70  0.649   7.812  0.1806  0.024
     71  0.790  14.193  0.3428  0.015
     72  0.544   3.905  0.0000  0.159
     73  0.800   0.000  0.0000  0.000
     74  0.512   4.847  0.1587  0.015
     75  0.914   3.162  0.0000  0.216
Image C=76,I=48
The max ELI is 723888.062500
   Line   grad    leng    kurv    eli
      1  1.601  76.636  0.1779  0.199
      2  0.486  13.641  0.1907  0.009
      3  1.017  87.802  0.3044  0.049
      4  0.502  71.921  0.2661  0.026
      5  0.712  11.193  0.0000  0.482
      6  0.470  11.507  0.1764  0.009
      7  1.709  73.291  0.3154  0.065
      8  1.432  20.976  0.3886  0.010
      9  1.222  73.406  0.2606  0.068
     10  0.684   9.174  0.2753  0.004
     11  0.723  12.504  0.1503  0.021
     13  1.712   3.509  0.0000  0.363
     14  2.196  17.487  0.1878  0.056
     15  1.194 111.930  0.2727  0.092
     16  0.667  27.304  0.2109  0.021
     17  1.505  22.210  0.3893  0.011
     18  0.704  33.432  0.4846  0.005
     19  0.761   0.000  0.0000  0.000
     20  1.093  46.579  0.4240  0.015
     21  0.950  18.076  0.2983  0.010
     23  0.843   2.305  0.0000  0.117
     24  2.193  50.898  0.2976  0.065
     26  0.967  25.331  0.0838  0.179
     27  1.288   2.759  0.0000  0.215
     28  0.609   0.000  0.0000  0.000
     29  0.921  17.934  0.1301  0.050
     30  0.767  36.593  0.2302  0.027
     31  1.013  16.931  0.4250  0.005
     32  1.698 134.657  0.2593  0.174
     33  1.450  53.820  0.3479  0.033
     34  1.613  85.494  0.2110  0.159
     35  1.302  91.517  0.2124  0.135
     36  0.652   2.981  0.0000  0.118
     37  3.343   8.725  0.0387  1.000
     38  0.695   6.246  0.1380  0.012
     39  0.647   2.593  0.0000  0.101
     41  1.000   9.645  0.5753  0.001
     42  0.477   7.351  0.1108  0.015
     44  0.494  14.101  0.2832  0.004
     45  2.288  60.082  0.4154  0.041
     46  1.052   4.269  0.0000  0.271
     47  1.330  58.801  0.1310  0.234
     48  0.903   5.536  0.0982  0.027
     49  1.494   3.145  0.0000  0.284
     51  1.915  16.763  0.1190  0.116
     52  2.689   0.000  0.0000  0.000
     54  0.509   8.055  0.7929  0.000
     55  0.948  12.211  0.3060  0.006
     56  2.202   4.814  0.1543  0.023
     57  0.775   6.714  0.2459  0.004
     58  0.629  33.137  0.0904  0.131
     59  0.745   0.000  0.0000  0.000
     60  0.849  18.119  0.3797  0.005
     61  0.176   0.000  0.0000  0.000
     62  0.782  11.261  0.0291  0.532
     63  0.517  16.176  0.2998  0.005
     64  1.072   2.750  0.0000  0.178
     65  1.681  39.291  0.1885  0.095
     66  1.021   1.054  0.0000  0.065
     67  0.479   0.000  0.0000  0.000
     68  1.576  13.785  0.0847  0.155
     69  1.075   0.000  0.0000  0.000
     72  1.881   6.975  0.0000  0.793
